document_name,approach,agent_name,agent_number,run_index,start_time,end_time,latency_seconds,document_load_seconds,gemini_api_latency_seconds,total_agent_latency_seconds,input_token_count,output_token_count,total_token_count,model_name,success,error_message
dc1.png,A,document_extraction,1,0,2026-09-16T17:44:57.027913+00:00,2026-09-16T17:44:58.927545+00:00,1.899812458002998,0.00033233300200663507,1.8994801250009914,1.899812458002998,1132,164,1296,gemini-3.5-flash-lite,True,
dc1.png,A,document_classification,2,0,2026-09-16T17:44:58.927596+00:00,2026-09-16T17:45:00.190841+00:00,1.2632335419984884,0.0,1.2632335419984884,1.2632335419984884,222,26,248,gemini-3.5-flash-lite,True,
dc1.png,A,schema_extraction,3,0,2026-09-16T17:45:00.190978+00:00,2026-09-16T17:45:01.097216+00:00,0.9062309159999131,0.0,0.9062309159999131,0.9062309159999131,227,98,325,gemini-3.5-flash-lite,True,
dc2.png,A,document_extraction,1,0,2026-09-16T17:45:01.099161+00:00,2026-09-16T17:45:02.604972+00:00,1.5072910410017357,0.0014893750012561213,1.5058016660004796,1.5072910410017357,1144,189,1333,gemini-3.5-flash-lite,True,
dc2.png,A,document_classification,2,0,2026-09-16T17:45:02.605092+00:00,2026-09-16T17:45:03.515773+00:00,0.910674167000252,0.0,0.910674167000252,0.910674167000252,247,31,278,gemini-3.5-flash-lite,True,
dc2.png,A,schema_extraction,3,0,2026-09-16T17:45:03.515879+00:00,2026-09-16T17:45:04.489458+00:00,0.9735705000020971,0.0,0.9735705000020971,0.9735705000020971,252,105,357,gemini-3.5-flash-lite,True,
dc1.png,B,document_extraction,1,0,2026-09-16T17:45:04.490301+00:00,2026-09-16T17:45:07.044663+00:00,2.5547975830013456,0.0004477080001379363,2.5543498750012077,2.5547975830013456,1132,167,1299,gemini-3.5-flash-lite,True,
dc1.png,B,document_classification,2,0,2026-09-16T17:45:07.045505+00:00,2026-09-16T17:45:08.919710+00:00,1.8747367080031836,0.0005419580011221115,1.8741947500020615,1.8747367080031836,1126,23,1149,gemini-3.5-flash-lite,True,
dc1.png,B,schema_extraction,3,0,2026-09-16T17:45:08.920471+00:00,2026-09-16T17:45:10.527396+00:00,1.607372791000671,0.00045741600115434267,1.6069153749995166,1.607372791000671,1131,98,1229,gemini-3.5-flash-lite,True,
dc2.png,B,document_extraction,1,0,2026-09-16T17:45:10.528275+00:00,2026-09-16T17:45:12.282914+00:00,1.7549862500018207,0.00035812500209431164,1.7546281249997264,1.7549862500018207,1144,197,1341,gemini-3.5-flash-lite,True,
dc2.png,B,document_classification,2,0,2026-09-16T17:45:12.283440+00:00,2026-09-16T17:45:13.499411+00:00,1.2163188330014236,0.00035820799894281663,1.2159606250024808,1.2163188330014236,1138,46,1184,gemini-3.5-flash-lite,True,
dc2.png,B,schema_extraction,3,0,2026-09-16T17:45:13.499972+00:00,2026-09-16T17:45:14.828276+00:00,1.3286459160008235,0.00035204099913244136,1.328293875001691,1.3286459160008235,1143,96,1239,gemini-3.5-flash-lite,True,
